"Date","IXIC.Open","IXIC.High","IXIC.Low","IXIC.Close","IXIC.Volume","IXIC.Adjusted"
2018-02-28,7371.41015625,7386.7998046875,7273.009765625,7273.009765625,2384940000,7273.009765625
2018-03-01,7274.75,7307.85009765625,7117.66015625,7180.56005859375,2499010000,7180.56005859375
2018-03-02,7099.5400390625,7267.18994140625,7084.830078125,7257.8701171875,2291480000,7257.8701171875
2018-03-05,7222.89013671875,7350.06982421875,7205.31005859375,7330.7099609375,2076870000,7330.7099609375
2018-03-06,7366.60986328125,7378.02978515625,7319.68017578125,7372.009765625,2132920000,7372.009765625
2018-03-07,7311.740234375,7403.7900390625,7311.740234375,7396.64990234375,2198610000,7396.64990234375
2018-03-08,7422.77001953125,7435.009765625,7391.5,7427.9501953125,2277740000,7427.9501953125
2018-03-09,7475.97998046875,7560.81005859375,7469.02978515625,7560.81005859375,2310050000,7560.81005859375
2018-03-12,7581.0400390625,7609.10009765625,7563.43994140625,7588.31982421875,2314480000,7588.31982421875
2018-03-13,7627.52001953125,7637.27001953125,7492.97998046875,7511.009765625,2459220000,7511.009765625
2018-03-14,7539.77978515625,7544.89013671875,7473.89990234375,7496.81005859375,2112950000,7496.81005859375
2018-03-15,7509.240234375,7525.43994140625,7463.18994140625,7481.740234375,2008290000,7481.740234375
2018-03-16,7504.3701171875,7514.2099609375,7473.68017578125,7481.990234375,3089970000,7481.990234375
2018-03-19,7419.2001953125,7421.22998046875,7285.27001953125,7344.240234375,2352810000,7344.240234375
2018-03-20,7353.25,7380.740234375,7331.240234375,7364.2998046875,1.976e+09,7364.2998046875
2018-03-21,7347.5,7415.66015625,7325.35009765625,7345.2900390625,1999230000,7345.2900390625
2018-03-22,7257.5498046875,7303.18994140625,7164.3798828125,7166.68017578125,2370970000,7166.68017578125
2018-03-23,7170.68017578125,7194.31005859375,6992.669921875,6992.669921875,2455760000,6992.669921875
2018-03-26,7125.2001953125,7225.830078125,7022.33984375,7220.5400390625,2341370000,7220.5400390625
2018-03-27,7255.47021484375,7255.5400390625,6963.68017578125,7008.81005859375,2347480000,7008.81005859375
2018-03-28,6978.2998046875,7036.08984375,6901.06982421875,6949.22998046875,2551950000,6949.22998046875
2018-03-29,6984.66015625,7120.4599609375,6935.77978515625,7063.4501953125,2593390000,7063.4501953125
2018-04-02,7016.169921875,7044.7099609375,6805.9599609375,6870.1201171875,2402670000,6870.1201171875
2018-04-03,6924.35009765625,6963.7099609375,6835.22998046875,6941.27978515625,2330900000,6941.27978515625
2018-04-04,6811.77001953125,7059.2900390625,6811.77001953125,7042.10986328125,2261580000,7042.10986328125
2018-04-05,7099.25,7112.3798828125,7036.6201171875,7076.5498046875,2153030000,7076.5498046875
2018-04-06,6999.56982421875,7066.64013671875,6877.759765625,6915.10986328125,2359780000,6915.10986328125
2018-04-09,6971.4501953125,7074.9501953125,6944.9599609375,6950.33984375,2089220000,6950.33984375
2018-04-10,7060.990234375,7117.97998046875,7014.8798828125,7094.2998046875,2252020000,7094.2998046875
2018-04-11,7055,7128.5400390625,7055,7069.02978515625,1882090000,7069.02978515625
2018-04-12,7112.02001953125,7166,7105.08984375,7140.25,2027080000,7140.25
2018-04-13,7179.6201171875,7183.6201171875,7078.14013671875,7106.64990234375,1768160000,7106.64990234375
2018-04-16,7153.8701171875,7178.509765625,7115.85009765625,7156.27978515625,1800450000,7156.27978515625
2018-04-17,7215.1201171875,7298.58984375,7206.5498046875,7281.10009765625,1935380000,7281.10009765625
2018-04-18,7292.3798828125,7319.580078125,7259.89990234375,7295.240234375,1908700000,7295.240234375
2018-04-19,7258.60986328125,7277.4501953125,7215.169921875,7238.06005859375,1982090000,7238.06005859375
2018-04-20,7220.64013671875,7222.990234375,7123.490234375,7146.1298828125,1935160000,7146.1298828125
2018-04-23,7173.990234375,7195.72021484375,7094.43017578125,7128.60009765625,1744480000,7128.60009765625
2018-04-24,7160.77001953125,7171.669921875,6961.52001953125,7007.35009765625,2154270000,7007.35009765625
2018-04-25,7009.990234375,7030.740234375,6926.97021484375,7003.740234375,2055840000,7003.740234375
2018-04-26,7080.490234375,7143.93994140625,7055.66015625,7118.68017578125,2141220000,7118.68017578125
2018-04-27,7195.52001953125,7197.14990234375,7083.9501953125,7119.7998046875,2050350000,7119.7998046875
2018-04-30,7133.9501953125,7169.7998046875,7065.41015625,7066.27001953125,1998570000,7066.27001953125
2018-05-01,7053.64990234375,7133.27001953125,7036.18017578125,7130.7001953125,1932660000,7130.7001953125
2018-05-02,7138.4501953125,7169.4599609375,7094.72021484375,7100.89990234375,2157860000,7100.89990234375
2018-05-03,7065.02978515625,7112.58984375,6991.14013671875,7088.14990234375,2355780000,7088.14990234375
2018-05-04,7065.669921875,7228.259765625,7057.89013671875,7209.6201171875,2040520000,7209.6201171875
2018-05-07,7241.81982421875,7291.740234375,7235.759765625,7265.2099609375,1950650000,7265.2099609375
2018-05-08,7255.33984375,7278.81005859375,7224.7001953125,7266.89990234375,2070970000,7266.89990234375
2018-05-09,7281.52978515625,7344.7998046875,7259.0498046875,7339.91015625,2250260000,7339.91015625
2018-05-10,7355.89990234375,7414.14990234375,7353.6298828125,7404.97021484375,2250450000,7404.97021484375
2018-05-11,7393.97021484375,7417.669921875,7372.259765625,7402.8798828125,2085350000,7402.8798828125
2018-05-14,7429.4501953125,7458.419921875,7401.89013671875,7411.31982421875,2085850000,7411.31982421875
2018-05-15,7361.2998046875,7363.52001953125,7320.97021484375,7351.6298828125,2120380000,7351.6298828125
2018-05-16,7356.22021484375,7413.31982421875,7356.16015625,7398.2998046875,2103060000,7398.2998046875
2018-05-17,7379.580078125,7425.39013671875,7350.4599609375,7382.47021484375,1958970000,7382.47021484375
2018-05-18,7364.33984375,7381.16015625,7343.97021484375,7354.33984375,1982190000,7354.33984375
2018-05-21,7406.33984375,7431.830078125,7368.2099609375,7394.0400390625,1997220000,7394.0400390625
2018-05-22,7420.85009765625,7432.52978515625,7370.330078125,7378.4599609375,1927420000,7378.4599609375
2018-05-23,7335.02978515625,7426.77978515625,7334.6201171875,7425.9599609375,1997090000,7425.9599609375
2018-05-24,7421.990234375,7435.3798828125,7357.5,7424.43017578125,2035460000,7424.43017578125
2018-05-25,7422.2001953125,7452.85009765625,7415.580078125,7433.85009765625,1771950000,7433.85009765625
2018-05-29,7398.509765625,7435.1298828125,7354.2900390625,7396.58984375,2095380000,7396.58984375
2018-05-30,7428.41015625,7473.81005859375,7423.669921875,7462.4501953125,2058300000,7462.4501953125
2018-05-31,7455.580078125,7492.419921875,7431.41015625,7442.1201171875,2533360000,7442.1201171875
2018-06-01,7487.66015625,7557.3798828125,7487.22998046875,7554.330078125,2212330000,7554.330078125
2018-06-04,7570.080078125,7607.169921875,7561.2001953125,7606.4599609375,2152170000,7606.4599609375
2018-06-05,7621.35986328125,7644.47998046875,7602.3798828125,7637.85986328125,2063270000,7637.85986328125
2018-06-06,7652.7998046875,7691.64990234375,7622.31005859375,7689.240234375,2198100000,7689.240234375
2018-06-07,7697.41015625,7697.41015625,7597.66015625,7635.06982421875,2339720000,7635.06982421875
2018-06-08,7607.740234375,7653.580078125,7595.14013671875,7645.509765625,1949810000,7645.509765625
2018-06-11,7647.240234375,7677.2900390625,7642.8701171875,7659.93017578125,1959360000,7659.93017578125
2018-06-12,7673.8701171875,7708.25,7669.52978515625,7703.7900390625,2019890000,7703.7900390625
2018-06-13,7713.89990234375,7748.9599609375,7686.64990234375,7695.7001953125,2197830000,7695.7001953125
2018-06-14,7723.52978515625,7768.60009765625,7723.52978515625,7761.0400390625,2193630000,7761.0400390625
2018-06-15,7725.02978515625,7755.72021484375,7704.33984375,7746.3798828125,3049870000,7746.3798828125
2018-06-18,7692.9599609375,7749.35986328125,7676.830078125,7747.02978515625,2102660000,7747.02978515625
2018-06-19,7658.47021484375,7727.41015625,7635.72998046875,7725.58984375,2283340000,7725.58984375
2018-06-20,7764.14990234375,7806.60009765625,7755.47998046875,7781.509765625,2316420000,7781.509765625
2018-06-21,7800.2998046875,7803.4501953125,7699.2001953125,7712.9501953125,2349640000,7712.9501953125
2018-06-22,7739.68994140625,7739.7099609375,7679.1201171875,7692.81982421875,3956300000,7692.81982421875
2018-06-25,7631.1201171875,7639.72998046875,7477.72998046875,7532.009765625,2423190000,7532.009765625
2018-06-26,7553.740234375,7597.490234375,7527,7561.6298828125,2068870000,7561.6298828125
2018-06-27,7586.330078125,7610.669921875,7444.169921875,7445.080078125,2319650000,7445.080078125
2018-06-28,7438.10986328125,7526.06982421875,7419.56005859375,7503.68017578125,2208870000,7503.68017578125
2018-06-29,7544.1298828125,7573.58984375,7502.9501953125,7510.2998046875,2208820000,7510.2998046875
2018-07-02,7451.89990234375,7568.10009765625,7443.10009765625,7567.68994140625,1777880000,7567.68994140625
2018-07-03,7593.6298828125,7594.330078125,7498.5,7502.669921875,1171420000,7502.669921875
2018-07-05,7550.66015625,7589.18994140625,7511.43017578125,7586.43017578125,1754690000,7586.43017578125
2018-07-06,7595.93017578125,7695.81005859375,7588.64990234375,7688.39013671875,1718600000,7688.39013671875
2018-07-09,7731.740234375,7757.27978515625,7702.06005859375,7756.2001953125,1844440000,7756.2001953125
2018-07-10,7770.6298828125,7777.47998046875,7731.97998046875,7759.2001953125,1735230000,7759.2001953125
2018-07-11,7698.509765625,7748.16015625,7696.580078125,7716.60986328125,1768480000,7716.60986328125
2018-07-12,7752.7099609375,7825.669921875,7746.759765625,7823.919921875,1930830000,7823.919921875
2018-07-13,7827.6201171875,7843.52001953125,7803.33984375,7825.97998046875,1727500000,7825.97998046875
2018-07-16,7831.740234375,7838.81982421875,7791.97998046875,7805.72021484375,1739360000,7805.72021484375
2018-07-17,7751.97021484375,7867.14990234375,7749.60986328125,7855.1201171875,1752210000,7855.1201171875
2018-07-18,7859.43017578125,7863.77001953125,7822.830078125,7854.43994140625,1881110000,7854.43994140625
2018-07-19,7829.7998046875,7849.85009765625,7811.14990234375,7825.2998046875,1886300000,7825.2998046875
2018-07-20,7843.080078125,7860.25,7815.85986328125,7820.2001953125,1796530000,7820.2001953125
2018-07-23,7806.93017578125,7846.759765625,7776.5498046875,7841.8701171875,1668270000,7841.8701171875
2018-07-24,7914.35009765625,7928.7900390625,7814.330078125,7840.77001953125,2021890000,7840.77001953125
2018-07-25,7839.08984375,7933.31005859375,7838.759765625,7932.240234375,1943820000,7932.240234375
2018-07-26,7848.0400390625,7881.2998046875,7834.080078125,7852.18017578125,2289370000,7852.18017578125
2018-07-27,7889.75,7889.75,7698.9599609375,7737.419921875,2193410000,7737.419921875
2018-07-30,7735.27001953125,7740.259765625,7604.240234375,7630,2154140000,7630
2018-07-31,7654.58984375,7709.490234375,7614.83984375,7671.7900390625,2208610000,7671.7900390625
2018-08-01,7701.81982421875,7732.68017578125,7670.7099609375,7707.2900390625,2228950000,7707.2900390625
2018-08-02,7659.52001953125,7808.85009765625,7659.52001953125,7802.68994140625,2115490000,7802.68994140625
2018-08-03,7819.22998046875,7824.06005859375,7783.2998046875,7812.009765625,2035870000,7812.009765625
2018-08-06,7809.5400390625,7859.68017578125,7801.8798828125,7859.68017578125,2245300000,7859.68017578125
2018-08-07,7878.6201171875,7898.2001953125,7868.64990234375,7883.66015625,2206400000,7883.66015625
2018-08-08,7880,7901.68994140625,7864.4599609375,7888.330078125,2098100000,7888.330078125
2018-08-09,7886.52001953125,7923.35009765625,7881.06005859375,7891.77978515625,2048170000,7891.77978515625
2018-08-10,7834.7099609375,7866.18994140625,7818.3701171875,7839.10986328125,2107530000,7839.10986328125
2018-08-13,7848,7888.66015625,7814.27001953125,7819.7099609375,1934100000,7819.7099609375
2018-08-14,7847.8798828125,7878.22998046875,7815.5,7870.89013671875,1938840000,7870.89013671875
2018-08-15,7810.02001953125,7832.66015625,7732.68994140625,7774.1201171875,2294100000,7774.1201171875
2018-08-16,7826.9501953125,7849.669921875,7795.740234375,7806.52001953125,1991410000,7806.52001953125
2018-08-17,7786.64013671875,7830.77978515625,7752.68017578125,7816.330078125,1850770000,7816.330078125
2018-08-20,7834.3701171875,7837.14013671875,7787.89990234375,7821.009765625,1709500000,7821.009765625
2018-08-21,7840.08984375,7897.68017578125,7836.7900390625,7859.169921875,1788860000,7859.169921875
2018-08-22,7844.0400390625,7897.6298828125,7840.83984375,7889.10009765625,1669240000,7889.10009765625
2018-08-23,7886.47021484375,7926.31982421875,7866.52978515625,7878.4599609375,1888600000,7878.4599609375
2018-08-24,7907.81005859375,7949.7099609375,7907.10009765625,7945.97998046875,1892990000,7945.97998046875
2018-08-27,7989.64013671875,8024.93994140625,7976.60009765625,8017.89990234375,2333790000,8017.89990234375
2018-08-28,8039.009765625,8046.31005859375,8009.58984375,8030.0400390625,1980270000,8030.0400390625
2018-08-29,8044.33984375,8113.56005859375,8042.10009765625,8109.68994140625,1909880000,8109.68994140625
2018-08-30,8094.2001953125,8133.2998046875,8069.56982421875,8088.35986328125,2022720000,8088.35986328125
2018-08-31,8079.31005859375,8119.81982421875,8079.31005859375,8109.5400390625,1906900000,8109.5400390625
2018-09-04,8087.9501953125,8104.06982421875,8042.14013671875,8091.25,2238710000,8091.25
2018-09-05,8073.52978515625,8077.83984375,7962.35009765625,7995.169921875,2602810000,7995.169921875
2018-09-06,7998.27001953125,8001.97021484375,7885.490234375,7922.72998046875,2375380000,7922.72998046875
2018-09-07,7878.7900390625,7962.52978515625,7873.93017578125,7902.5400390625,2158930000,7902.5400390625
2018-09-10,7939.56982421875,7945.02978515625,7890.39013671875,7924.16015625,2055430000,7924.16015625
2018-09-11,7894.8701171875,7986.31982421875,7880.919921875,7972.47021484375,2345080000,7972.47021484375
2018-09-12,7958.8701171875,7965.39013671875,7884.0498046875,7954.22998046875,2372320000,7954.22998046875
2018-09-13,7999.93017578125,8037.509765625,7989.85009765625,8013.7099609375,2332930000,8013.7099609375
2018-09-14,8026.16015625,8040.830078125,7979.77978515625,8010.0400390625,2069380000,8010.0400390625
2018-09-17,7992.2099609375,8002.77978515625,7890.06982421875,7895.7900390625,2303600000,7895.7900390625
2018-09-18,7903.56982421875,7986.10009765625,7901.009765625,7956.10986328125,2328260000,7956.10986328125
2018-09-19,7962.5498046875,7976.1201171875,7917.72998046875,7950.0400390625,2167720000,7950.0400390625
2018-09-20,7993.52978515625,8039.06005859375,7986.41015625,8028.22998046875,2306580000,8028.22998046875
2018-09-21,8041.68994140625,8057.259765625,7979.669921875,7986.9599609375,3729890000,7986.9599609375
2018-09-24,7939.3798828125,7997.89990234375,7912.47021484375,7993.25,2433260000,7993.25
2018-09-25,8001.58984375,8014.1201171875,7979.2900390625,8007.47021484375,2328660000,8007.47021484375
2018-09-26,8011.68017578125,8067.02978515625,7982.759765625,7990.3701171875,2342370000,7990.3701171875
2018-09-27,8021.22021484375,8071.56005859375,8017.91015625,8041.97021484375,2073930000,8041.97021484375
2018-09-28,8024.5,8065.06005859375,8015.8701171875,8046.35009765625,2342120000,8046.35009765625
2018-10-01,8091.5,8107.3798828125,8019.77001953125,8037.2998046875,2299520000,8037.2998046875
2018-10-02,8024.47021484375,8054.14990234375,7983.990234375,7999.5498046875,2416800000,7999.5498046875
2018-10-03,8034.64990234375,8053.93017578125,8012.02978515625,8025.08984375,3095630000,8025.08984375
2018-10-04,7993.330078125,7997.169921875,7833.16015625,7879.509765625,3302690000,7879.509765625
2018-10-05,7874.759765625,7902.669921875,7715.97021484375,7788.4501953125,2699370000,7788.4501953125
2018-10-08,7747.10009765625,7797.31982421875,7654.83984375,7735.9501953125,2259300000,7735.9501953125
2018-10-09,7728.509765625,7799.75,7718.9501953125,7738.02001953125,2466440000,7738.02001953125
2018-10-10,7694.080078125,7701.2001953125,7420.56005859375,7422.0498046875,3111680000,7422.0498046875
2018-10-11,7388.06982421875,7493.2099609375,7274.0400390625,7329.06005859375,3154520000,7329.06005859375
2018-10-12,7507.83984375,7516.68994140625,7368.330078125,7496.89013671875,2674210000,7496.89013671875
2018-10-15,7473.330078125,7500.93017578125,7400.06982421875,7430.740234375,2.167e+09,7430.740234375
2018-10-16,7501.77978515625,7658.14013671875,7493.43994140625,7645.490234375,2639760000,7645.490234375
2018-10-17,7669.259765625,7670.490234375,7563.08984375,7642.7001953125,2385070000,7642.7001953125
2018-10-18,7616.47021484375,7616.85986328125,7452.4599609375,7485.14013671875,2567980000,7485.14013671875
2018-10-19,7530.16015625,7582.89013671875,7428.2998046875,7449.02978515625,2547790000,7449.02978515625
2018-10-22,7486.740234375,7520.5400390625,7424.740234375,7468.6298828125,2301010000,7468.6298828125
2018-10-23,7328.5498046875,7472.580078125,7260.1298828125,7437.5400390625,2752010000,7437.5400390625
2018-10-24,7423.2099609375,7435.68994140625,7099,7108.39990234375,2959560000,7108.39990234375
2018-10-25,7197.490234375,7364.81982421875,7178.5400390625,7318.33984375,2788090000,7318.33984375
2018-10-26,7125.18017578125,7283.31982421875,7057,7167.2099609375,2971530000,7167.2099609375
2018-10-29,7272.419921875,7295.60986328125,6922.830078125,7050.2900390625,2711900000,7050.2900390625
2018-10-30,7017.8701171875,7166.83984375,7001.47998046875,7161.64990234375,2699220000,7161.64990234375
2018-10-31,7276.6201171875,7368.490234375,7270.6298828125,7305.89990234375,2918880000,7305.89990234375
2018-11-01,7327.81982421875,7435.8798828125,7286.5,7434.06005859375,2728760000,7434.06005859375
2018-11-02,7424.02001953125,7466.52978515625,7298.68017578125,7356.990234375,2899670000,7356.990234375
2018-11-05,7344.080078125,7349.22998046875,7255.8798828125,7328.85009765625,2186310000,7328.85009765625
2018-11-06,7326.06982421875,7400.64013671875,7320.89013671875,7375.9599609375,2300920000,7375.9599609375
2018-11-07,7446.08984375,7572.93017578125,7435.8701171875,7570.75,2687410000,7570.75
2018-11-08,7544.169921875,7566.93017578125,7499.7099609375,7530.8798828125,2475160000,7530.8798828125
2018-11-09,7468.509765625,7474.33984375,7349.47998046875,7406.89990234375,2426750000,7406.89990234375
2018-11-12,7364.0498046875,7371.08984375,7193.77001953125,7200.8701171875,2305340000,7200.8701171875
2018-11-13,7230.68994140625,7319.1201171875,7182.85986328125,7200.8701171875,2361240000,7200.8701171875
2018-11-14,7265.39013671875,7285.56982421875,7101.169921875,7136.39013671875,2566210000,7136.39013671875
2018-11-15,7112.830078125,7274.259765625,7072.35986328125,7259.02978515625,2523500000,7259.02978515625
2018-11-16,7193.60009765625,7274.85986328125,7171.7001953125,7247.8701171875,2466980000,7247.8701171875
2018-11-19,7217.240234375,7224.1201171875,7011.39990234375,7028.47998046875,2381430000,7028.47998046875
2018-11-20,6867.43017578125,6994.75,6830.759765625,6908.81982421875,2672250000,6908.81982421875
2018-11-21,6985.509765625,7029.93017578125,6951.6201171875,6972.25,1867840000,6972.25
2018-11-23,6919.52001953125,6987.89013671875,6919.16015625,6938.97998046875,958950000,6938.97998046875
2018-11-26,7026.5,7083.93017578125,7003.1201171875,7081.85009765625,2036910000,7081.85009765625
2018-11-27,7041.22998046875,7105.14013671875,7014.35986328125,7082.7001953125,2076790000,7082.7001953125
2018-11-28,7135.080078125,7292.7099609375,7090.97998046875,7291.58984375,2413120000,7291.58984375
2018-11-29,7267.3701171875,7319.9599609375,7217.68994140625,7273.080078125,2018190000,7273.080078125
2018-11-30,7279.2998046875,7332.7900390625,7255.68017578125,7330.5400390625,2547970000,7330.5400390625
2018-12-03,7486.1298828125,7486.509765625,7392.22021484375,7441.509765625,2643150000,7441.509765625
2018-12-04,7407.9501953125,7421.10986328125,7150.10986328125,7158.43017578125,2655720000,7158.43017578125
2018-12-06,7017.0498046875,7189.52001953125,6984.33984375,7188.259765625,2857650000,7188.259765625
2018-12-07,7163.490234375,7205.3701171875,6945.27001953125,6969.25,2504680000,6969.25
2018-12-10,6959.6298828125,7047.6201171875,6878.990234375,7020.52001953125,2380270000,7020.52001953125
2018-12-11,7121.66015625,7129.830078125,6983.009765625,7031.830078125,2286810000,7031.830078125
2018-12-12,7127,7197.2900390625,7096.56005859375,7098.31005859375,2427080000,7098.31005859375
2018-12-13,7135.27978515625,7154.64013671875,7034.81982421875,7070.330078125,2162210000,7070.330078125
2018-12-14,6986.3701171875,7027.169921875,6898.990234375,6910.66015625,2218330000,6910.66015625
2018-12-17,6886.4599609375,6931.81005859375,6710.009765625,6753.72998046875,2697400000,6753.72998046875
2018-12-18,6809.81982421875,6847.27001953125,6733.7099609375,6783.91015625,2623270000,6783.91015625
2018-12-19,6777.58984375,6868.85986328125,6586.5,6636.830078125,2919140000,6636.830078125
2018-12-20,6607.759765625,6666.2001953125,6447.91015625,6528.41015625,3282440000,6528.41015625
2018-12-21,6573.490234375,6586.68017578125,6304.6298828125,6332.990234375,4571670000,6332.990234375
2018-12-24,6278.490234375,6355.18017578125,6190.169921875,6192.919921875,1647440000,6192.919921875
2018-12-26,6257.85986328125,6555.52978515625,6214.33984375,6554.35986328125,2572890000,6554.35986328125
2018-12-27,6457.18994140625,6583.009765625,6336.97021484375,6579.490234375,2449110000,6579.490234375
2018-12-28,6616.7900390625,6684.18017578125,6529.22021484375,6584.52001953125,2216250000,6584.52001953125
2018-12-31,6649.52001953125,6659.9599609375,6570.06005859375,6635.27978515625,2109320000,6635.27978515625
2019-01-02,6506.91015625,6693.7099609375,6506.8798828125,6665.93994140625,2261800000,6665.93994140625
2019-01-03,6584.77001953125,6600.2099609375,6457.1298828125,6463.5,2631550000,6463.5
2019-01-04,6567.14013671875,6760.68994140625,6554.240234375,6738.85986328125,2596150000,6738.85986328125
2019-01-07,6757.52978515625,6855.60009765625,6741.39990234375,6823.47021484375,2523450000,6823.47021484375
2019-01-08,6893.43994140625,6909.580078125,6795.85986328125,6897,2407340000,6897
2019-01-09,6923.06005859375,6985.22021484375,6899.56005859375,6957.080078125,2434500000,6957.080078125
2019-01-10,6908.64990234375,6991.3701171875,6877.080078125,6986.06982421875,2190110000,6986.06982421875
2019-01-11,6947.4599609375,6975.64990234375,6933.60009765625,6971.47998046875,2074310000,6971.47998046875
2019-01-14,6908.02978515625,6936.22021484375,6887.47998046875,6905.919921875,1960780000,6905.919921875
2019-01-15,6931.39013671875,7025.85009765625,6928.1201171875,7023.830078125,2066090000,7023.830078125
2019-01-16,7033.75,7079.6298828125,7028.1201171875,7034.68994140625,2163730000,7034.68994140625
2019-01-17,7010.1298828125,7113.9501953125,7003.6201171875,7084.4599609375,2149280000,7084.4599609375
2019-01-18,7134.10009765625,7185.3798828125,7096.6201171875,7157.22998046875,2459920000,7157.22998046875
2019-01-22,7109.56982421875,7110.16015625,6979.81005859375,7020.35986328125,2397660000,7020.35986328125
2019-01-23,7061.64990234375,7084.85009765625,6953.22998046875,7025.77001953125,2288090000,7025.77001953125
2019-01-24,7042.25,7078.9599609375,7029.9501953125,7073.4599609375,2419110000,7073.4599609375
2019-01-25,7128.18017578125,7174.56005859375,7111.08984375,7164.85986328125,2446550000,7164.85986328125
2019-01-28,7075.009765625,7086.2998046875,7034.25,7085.68017578125,2448790000,7085.68017578125
2019-01-29,7087.490234375,7092.2900390625,7011.47021484375,7028.2900390625,2106370000,7028.2900390625
2019-01-30,7094.7900390625,7201.31005859375,7065.56982421875,7183.080078125,2569410000,7183.080078125
2019-01-31,7208.169921875,7303.1201171875,7205.9501953125,7281.740234375,2947490000,7281.740234375
2019-02-01,7256.3701171875,7299.93994140625,7243.41015625,7263.8701171875,2398800000,7263.8701171875
2019-02-04,7266.27978515625,7348.22998046875,7261.06982421875,7347.5400390625,2106030000,7347.5400390625
2019-02-05,7356.33984375,7408.68017578125,7355.35986328125,7402.080078125,2284960000,7402.080078125
2019-02-06,7400.43994140625,7410.77001953125,7346.72021484375,7375.27978515625,2179400000,7375.27978515625
2019-02-07,7316.5,7336.740234375,7235.0498046875,7288.35009765625,2310700000,7288.35009765625
